Name,Gender,Breed,Age,Animal Type,Weight,Brought to Shelter,Located At,Kennel Location,Qualified For,Scrape Date
LANDON (A1233785),Male,Pit Bull Terrier,"1 year, 3 months old",Dog,45 pounds,2024.09.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LEON (A1232349),Male,Rottweiler mix,"2 years, 4 months old",Dog,30 pounds,2024.09.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
TEDDY (A1229979),Male,Pit Bull Terrier,3 years old,Dog,62 pounds,2024.09.12,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ACE (A1233621),Male,Breed information is not provided by this shelter,8 years old,Dog,38 pounds,2024.09.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
AUGGIE (A1231305),Male,Siberian Husky,4 years old,Dog,38 pounds,2024.09.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GERMANY (A1230642),Female,Pit Bull Terrier,4 years old,Dog,51 pounds,2024.09.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
EMMETT (A1229456),Male,American Bulldog mix,4 years old,Dog,50 pounds,2024.09.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BRUNO (A1227917),Male,Breed information is not provided by this shelter,"1 year, 1 month old",Dog,47 pounds,2024.09.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ARCHIE (A1231983),Male,Pit Bull Terrier,4 years old,Dog,45 pounds,2024.09.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KOKO (A1232495),Female,Breed information is not provided by this shelter mix,10 months old,Dog,27 pounds,2024.09.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
VERA (A1233136),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,50 pounds,2024.09.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GEMMA (A1233145),Female,Pit Bull Terrier mix,4 years old,Dog,42 pounds,2024.09.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
COOKIE (A1222982),Female,Pit Bull Terrier,8 years old,Dog,59 pounds,2024.09.02,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SAPPHIRE (A1230401),Female,Pit Bull Terrier,"2 years, 5 months old",Dog,47 pounds,2024.09.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MICK (A1225412),Male,Labrador Retriever mix,3 years old,Dog,56 pounds,2024.08.30,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ERNIE (A1232267),Male,Pit Bull Terrier,8 months old,Dog,16 pounds,2024.08.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
PUDDING POP (A1232081),Male,Pit Bull Terrier mix,5 years old,Dog,64 pounds,2024.08.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LAYKA (A1232596),Female,Pit Bull Terrier,1 year,Dog,51 pounds,2024.08.23,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
INDY (A1207529),Male,American Bulldog and American Staffordshire Terrier,4 years old,Dog,51 pounds,2024.08.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CHEWY (A1078690),Male,Pit Bull Terrier mix,10 years old,Dog,84 pounds,2024.08.20,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CANELA (A1000619),Female,Pit Bull Terrier mix,15 years old,Dog,50 pounds,2024.08.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LYLA (A1225926),Female,Labrador Retriever,"1 year, 2 months old",Dog,32 pounds,2024.08.18,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
STANLEY (A1221804),Male,Pit Bull Terrier mix,4 years old,Dog,50 pounds,2024.08.15,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MILKSHAKE (A1232137),Male,Pit Bull Terrier,"1 year, 4 months old",Dog,40 pounds,2024.08.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SALVADOR (A1231854),Male,German Shepherd Dog,"1 year, 4 months old",Dog,52 pounds,2024.08.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
A1231930,Male,Labrador Retriever,9 months old,Dog,27 pounds,2024.08.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
RAYNE (A1217502),Female,Pit Bull Terrier,"2 years, 3 months old",Dog,63 pounds,2024.08.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ELLA JANE (A1225723),Female,Pit Bull Terrier mix,"2 years, 8 months old",Dog,50 pounds,2024.08.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
OSO (A1229867),Male,Pit Bull Terrier,6 years old,Dog,69 pounds,2024.08.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ABRAHAM (A1185782),Male,Black Mouth Cur mix,10 years old,Dog,58 pounds,2024.08.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GARTH (A1230553),Male,Pit Bull Terrier,"1 year, 5 months old",Dog,43 pounds,2024.07.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ORION (A1231159),Male,Pit Bull Terrier,3 years old,Dog,55 pounds,2024.07.27,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
PRINCESS (A1164401),Female,Pit Bull Terrier,9 years old,Dog,61 pounds,2024.07.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DELLA (A1230524),Female,Pit Bull Terrier mix,"1 year, 1 month old",Dog,29 pounds,2024.07.24,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
REGGIE (A1212359),Male,Pit Bull Terrier,4 years old,Dog,64 pounds,2024.07.21,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ROCCO (A1217947),Male,Pit Bull Terrier mix,2 years,Dog,47 pounds,2024.07.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CHARLIE (A1178219),Male,Boxer mix,11 years old,Dog,50 pounds,2024.07.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SCOTTIE (A1230237),Male,Boxer,"2 years, 5 months old",Dog,54 pounds,2024.07.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LAILA (A1222988),Female,Border Collie and Pointer,4 years old,Dog,43 pounds,2024.07.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KING (A1228259),Male,Pit Bull Terrier,10 years old,Dog,62 pounds,2024.07.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DAKOTA (A1223522),Male,Pit Bull Terrier,"2 years, 10 months old",Dog,57 pounds,2024.06.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
PERSEPHONE (A1206441),Female,Pit Bull Terrier,"2 years, 11 months old",Dog,40 pounds,2024.06.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
RAMONA (A1226936),Female,Australian Shepherd mix,3 years old,Dog,41 pounds,2024.06.25,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ROCKET (A1215856),Male,Boxer and Pit Bull Terrier,3 years old,Dog,50 pounds,2024.06.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
TAYA (A1228266),Female,Pit Bull Terrier mix,"1 year, 6 months old",Dog,50 pounds,2024.06.03,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
PATRICK (A1224972),Male,Pit Bull Terrier,4 years old,Dog,57 pounds,2024.05.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
FERRIS (A1217384),Male,Labrador Retriever mix,5 years old,Dog,63 pounds,2024.05.22,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BAILEY (A1212093),Female,Staffordshire Bull Terrier,3 years old,Dog,49 pounds,2024.05.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LOVE (A1200949),Female,Pit Bull Terrier,3 years old,Dog,56 pounds,2024.05.17,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BRODI (A1159397),Male,Boxer and Staffordshire Bull Terrier,6 years old,Dog,55 pounds,2024.05.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MARLOWE (A1227246),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,48 pounds,2024.05.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
EMMA (A1072736),Female,Labrador Retriever,11 years old,Dog,67 pounds,2024.05.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DREIDEL (A1220127),Male,Great Dane and Labrador Retriever,9 years old,Dog,76 pounds,2024.05.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MARTY (A1226897),Male,Vizsla mix,"2 years, 7 months old",Dog,53 pounds,2024.05.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BENNY (A5291214),Male,Bouvier des Flandres mix,6 years old,Dog,69 pounds,2024.05.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
WAFFLES (A1211685),Male,Pit Bull Terrier,5 years old,Dog,61 pounds,2024.05.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GENESIS (A1211686),Female,Pit Bull Terrier mix,8 years old,Dog,101 pounds,2024.05.05,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MAJOR (A1225943),Male,Pit Bull Terrier,"2 years, 8 months old",Dog,53 pounds,2024.04.30,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MACY (A1187946),Female,Pit Bull Terrier,3 years old,Dog,45 pounds,2024.04.27,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BELLA (A1225520),Female,Pit Bull Terrier mix,3 years old,Dog,48 pounds,2024.04.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
HERBERT (A1222733),Male,Boxer mix,"2 years, 10 months old",Dog,51 pounds,2024.04.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
HAZEL (A1213964),Female,Breed information is not provided by this shelter and Black Mouth Cur,10 years old,Dog,44 pounds,2024.03.28,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
JIMMY (A1224502),Male,Breed information is not provided by this shelter,"1 year, 7 months old",Dog,35 pounds,2024.03.23,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DEWEY (A1224279),Male,Pit Bull Terrier,"2 years, 9 months old",Dog,42 pounds,2024.03.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
TOMMY (A1224053),Male,Chow Chow mix,"2 years, 9 months old",Dog,59 pounds,2024.03.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
BIRDIE (A1222987),Female,Pit Bull Terrier,6 years old,Dog,48 pounds,2024.03.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
STERLING (A1222756),Female,Pit Bull Terrier,"1 year, 10 months old",Dog,52 pounds,2024.02.23,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GLENDA (A1216814),Female,Pit Bull Terrier,3 years old,Dog,59 pounds,2024.02.16,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GENNY (A5314025),Female,Breed information is not provided by this shelter,10 years old,Dog,49 pounds,2024.02.01,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
MR. BOJANGLES (A1222215),Male,Pit Bull Terrier mix,3 years old,Dog,57 pounds,2024.01.20,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
RANDY (A1221246),Male,Pit Bull Terrier,5 years old,Dog,53 pounds,2024.01.14,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
POCKY (A1216201),Female,Pit Bull Terrier,3 years old,Dog,55 pounds,2023.08.29,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GARY (A1237010),Male,Breed information is not provided by this shelter,"1 year, 1 month old",Dog,20 pounds,2024.12.13,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ACE (A1237150),Male,Pit Bull Terrier and Boxer,1 year,Dog,40 pounds,2024.12.12,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
CARDI (A1235962),Male,Staffordshire Bull Terrier,3 years old,Dog,62 pounds,2024.12.12,Charlotte-Mecklenburg Animal Services,ADOPT 11L,adopt,2024-12-13
PIXIE (A1236183),Female,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,33 pounds,2024.12.12,Charlotte-Mecklenburg Animal Services,LST 25L,adopt,2024-12-13
KING (A1237395),Male,German Shepherd Dog,4 years old,Dog,56 pounds,2024.12.12,Charlotte-Mecklenburg Animal Services,LST 02L,adopt,2024-12-13
DREAM (A1237539),Female,German Shepherd Dog,1 year,Dog,61 pounds,2024.12.12,Charlotte-Mecklenburg Animal Services,LST 05L,adopt,2024-12-13
ROONEY (A1236716),Male,Breed information is not provided by this shelter,"2 years, 1 month old",Dog,50 pounds,2024.12.11,Charlotte-Mecklenburg Animal Services,TOOMEYD22,adopt,2024-12-13
ZUNI (A1236367),Female,German Shepherd Dog mix,11 months old,Dog,61 pounds,2024.12.11,Charlotte-Mecklenburg Animal Services,TOOMEYD20,adopt,2024-12-13
DYLLON (A1237205),Male,Pit Bull Terrier,10 months old,Dog,63 pounds,2024.12.11,Charlotte-Mecklenburg Animal Services,LST 03R,adopt,2024-12-13
A1237353,Male,Poodle - Standard mix,1 year,Dog,70 pounds,2024.12.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
WES (A1228042),Male,Pit Bull Terrier,"1 year, 7 months old",Dog,63 pounds,2024.12.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
ATLAN (A1232762),Male,Pit Bull Terrier,"2 years, 4 months old",Dog,52 pounds,2024.12.11,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SPOT (A1233334),Male,American Bulldog and Boxer,"1 year, 3 months old",Dog,30 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DAWSON (A1235744),Male,Breed information is not provided by this shelter,10 months old,Dog,40 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LOUIE (A1229199),Male,Pit Bull Terrier mix,3 years old,Dog,50 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LAIKA (A1230344),Female,Siberian Husky,"1 year, 4 months old",Dog,66 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,LST 21L,adopt,2024-12-13
APOLLO (A1224669),Male,Labrador Retriever mix,"2 years, 9 months old",Dog,65 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
GIGI (A1237180),Female,Pit Bull Terrier,4 years old,Dog,56 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,LST 19R,adopt,2024-12-13
ELOISE (A1236736),Female,Pit Bull Terrier,3 years old,Dog,48 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,DOGNCARE 2,adopt,2024-12-13
BELLA (A5102656),Female,Pit Bull Terrier mix,11 years old,Dog,42 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
NYLA (A5174630),Female,Breed information is not provided by this shelter,8 years old,Dog,47 pounds,2024.12.10,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
A1237401,Male,Pit Bull Terrier mix,8 years old,Dog,33 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,LST 14L,adopt,2024-12-13
A1237402,Male,Pit Bull Terrier mix,1 year,Dog,28 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,LST 15R,adopt,2024-12-13
A1237404,Male,Pit Bull Terrier mix,2 years,Dog,55 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,LST 11R,adopt,2024-12-13
A1237409,Male,Alaskan Husky mix,1 year,Dog,66 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,ADOPT 14L,adopt,2024-12-13
KIARA (A1237410),Female,Alaskan Husky mix,1 year,Dog,60 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD21,adopt,2024-12-13
A1237416,Female,Pit Bull Terrier,3 years old,Dog,41 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,LST 17R,adopt,2024-12-13
A1237424,Female,Shih Tzu,4 years old,Dog,14 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
A1237425,Female,Alaskan Husky mix,2 years,Dog,42 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,LST 05R,adopt,2024-12-13
MILO (A5449659),Male,Breed information is not provided by this shelter,"1 year, 7 months old",Dog,42 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,ADOPT 10L,adopt,2024-12-13
BLANCO (A1229189),Male,German Shepherd Dog mix,6 years old,Dog,80 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD13,adopt,2024-12-13
HENRY (A1235841),Male,Breed information is not provided by this shelter,"1 year, 2 months old",Dog,68 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD18,adopt,2024-12-13
DENVER (A1234080),Male,Pit Bull Terrier and Rottweiler,6 years old,Dog,60 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD19,adopt,2024-12-13
TANDY (A1232250),Male,Labrador Retriever mix,"1 year, 4 months old",Dog,66 pounds,2024.12.09,Charlotte-Mecklenburg Animal Services,TOOMEYD08,adopt,2024-12-13
WILLIS (A1233894),Male,Black Mouth Cur and Carolina Dog,3 years old,Dog,50 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD14,adopt,2024-12-13
HAZEL (A1233758),Female,Pit Bull Terrier mix,"1 year, 3 months old",Dog,37 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 12R,adopt,2024-12-13
KIEFER (A1235764),Male,Pit Bull Terrier,"2 years, 2 months old",Dog,71 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD01,adopt,2024-12-13
REBEL (A1235595),Male,Labrador Retriever mix,5 years old,Dog,50 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD24,adopt,2024-12-13
MOOSE (A1234846),Male,Pit Bull Terrier,7 years old,Dog,71 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 07R,adopt,2024-12-13
LOKI (A1235021),Male,Breed information is not provided by this shelter,"2 years, 2 months old",Dog,70 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
TOKYO (A1225928),Female,Plott Hound mix,"1 year, 1 month old",Dog,54 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD33,adopt,2024-12-13
CAROLINA (A1180514),Female,English Foxhound,4 years old,Dog,62 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD05,adopt,2024-12-13
GINNY (A1224365),Female,Pit Bull Terrier and Labrador Retriever,"1 year, 3 months old",Dog,29 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KIRBY (A1215843),Male,Pit Bull Terrier,"1 year, 11 months old",Dog,46 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD15,adopt,2024-12-13
COSMO (A1221785),Male,Pit Bull Terrier,"1 year, 9 months old",Dog,46 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 23R,adopt,2024-12-13
TT (A5118872),Female,Pit Bull Terrier,11 years old,Dog,60 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 17L,adopt,2024-12-13
MARS (A5446287),Female,Pit Bull Terrier,"1 year, 7 months old",Dog,54 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD30,adopt,2024-12-13
HARVEY (A5288499),Male,Labrador Retriever mix,8 years old,Dog,63 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD09,adopt,2024-12-13
SLINKY (A1236896),Female,Pit Bull Terrier,"2 years, 1 month old",Dog,32 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 16R,adopt,2024-12-13
MOCHA (A1236803),Female,Pit Bull Terrier mix,"2 years, 1 month old",Dog,43 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 13L,adopt,2024-12-13
MAUDE (A1236820),Female,Pit Bull Terrier,3 years old,Dog,50 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 22L,adopt,2024-12-13
DAPHNE (A1237012),Female,Pit Bull Terrier,6 years old,Dog,52 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,DOGNCARE 1,adopt,2024-12-13
A1237379,Male,Great Pyrenees,3 years old,Dog,102 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
KOOBA (A1237383),Male,Labrador Retriever and Pit Bull Terrier,9 weeks old,Dog,7 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
OSO (A1237386),Male,Siberian Husky,8 years old,Dog,99 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 08L,adopt,2024-12-13
A1237387,Female,Pit Bull Terrier,1 year,Dog,41 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,LST 14R,adopt,2024-12-13
MEGA (A1237391),Male,Siberian Husky,8 years old,Dog,66 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
LOKI (A1236049),Male,Labrador Retriever mix,"2 years, 1 month old",Dog,58 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD02,adopt,2024-12-13
CHARLES (A1236652),Male,Pit Bull Terrier,"1 year, 1 month old",Dog,51 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 22L,adopt,2024-12-13
NOODLE (A1236653),Male,Pit Bull Terrier,"2 years, 1 month old",Dog,44 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,TOOMEYD26,adopt,2024-12-13
COAL (A1236688),Male,Pit Bull Terrier mix,"1 year, 1 month old",Dog,42 pounds,2024.12.08,Charlotte-Mecklenburg Animal Services,ADOPT 12R,adopt,2024-12-13
A1237366,Male,Pit Bull Terrier,1 year,Dog,79 pounds,2024.12.07,Charlotte-Mecklenburg Animal Services,LST 07L,adopt,2024-12-13
A1237370,Male,Beauceron mix,4 months old,Dog,42 pounds,2024.12.07,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
DALLAS (A1233512),Male,American Staffordshire Terrier,4 years old,Dog,41 pounds,2024.12.07,Charlotte-Mecklenburg Animal Services,ADOPT 03R,adopt,2024-12-13
BRUNO (A1232009),Male,American Bulldog,3 years old,Dog,55 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
SHADOW (A1196168),Male,Pit Bull Terrier,4 years old,Dog,55 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,LST 02R,adopt,2024-12-13
FINN (A1236754),Male,Soft-Coated Wheaten Terrier mix,4 years old,Dog,34 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
JAKE (A1236755),Male,Chihuahua - Smooth Coated mix,7 years old,Dog,25 pounds,2024.12.06,Charlotte-Mecklenburg Animal Services,FOSTER,adopt,2024-12-13
